Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
142.251.42.74-192.168.57.131-443-57010-17,142.251.42.74,443,192.168.57.131,57010,17,10/05/2025 04:06:41 PM,29294067,65,43,57691,13848,1250,24,887.5538461538462,527.8022247599364,1250,31,322.04651162790697,496.6168856558281,2442.098599692559,3.6867533620374395,273776.32710280374,2698637.513661669,27920379,0,29281164,457518.1875,3493567.2335499977,27961492,0,29244213,696290.7857142857,4310756.798838112,27960637,11,0,0,0,0,2730,1806,2.2188793382632737,1.4678740237741656,24,1250,662.3981481481482,583.7637298882033,340780.09233298723,0,0,0,0,0,0,0,0,0.6615384615384615,673.9722222222222,887.5538461538462,322.04651162790697,2730,9705.0,8.6,8166442.275328172,842.75,5.25,122403.77632534497,65.0,57691.0,43.0,13848.0,0,0,65,42,686844,428194.16820176336,989623,384065,27920379,0.0,27920379,27920379,NeedManualLabel
192.168.57.131-20.189.173.3-50671-443-6,192.168.57.131,50671,20.189.173.3,443,6,10/05/2025 04:06:41 PM,34322785,46,36,17735,1469,1440,0,385.54347826086956,517.127652692006,99,0,40.80555555555556,46.88942582254825,559.5117062907336,2.389083519883366,423738.0864197531,1339399.3063706786,8804982,0,34322785,762728.5555555555,1809684.8995011225,9138309,0,34043317,972666.2,2017295.7599547761,9036778,0,0,0,0,0,2484,1944,1.340217584324815,1.0488659355585508,0,1440,234.1951219512195,423.25853637922785,179147.78861788617,0,0,0,51,82,0,0,0,0.782608695652174,234.1951219512195,385.54347826086956,40.80555555555556,2484,1934.0,4.0,10342245.989304813,0.0,0.0,0.0,5.75,2216.875,4.5,183.625,253,16385,36,54,5963287.666666667,1788584.86549404,7342705,3942436,8216461,832294.3799413763,8804982,7627940,NeedManualLabel
192.168.57.131-192.168.57.32-59882-53-17,192.168.57.131,59882,192.168.57.32,53,17,10/05/2025 04:06:41 PM,16917,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,118.22427144292722,16917,0.0,16917,16917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,90,59.11213572146361,59.11213572146361,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,16917,0.0,16917,16917,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-53915-53-17,192.168.57.131,53915,192.168.57.32,53,17,10/05/2025 04:06:41 PM,18531,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,107.92725702876263,18531,0.0,18531,18531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,99,53.96362851438131,53.96362851438131,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,18531,0.0,18531,18531,0.0,0.0,0.0,0.0,NeedManualLabel
172.217.174.67-192.168.57.131-443-65340-17,172.217.174.67,443,192.168.57.131,65340,17,10/05/2025 04:06:41 PM,107961,10,9,5411,4803,1250,25,541.1,558.3733219510641,1250,31,533.6666666666666,587.8734982970401,94608.23816007632,175.98947768175546,5997.833333333333,9099.510389220368,31431,0,93598,10399.777777777777,13162.459893365087,31431,0,91921,11490.125,17765.010791179222,44724,42,0,0,0,0,420,378,92.62604088513444,83.363436796621,25,1250,537.578947368421,556.3297698896735,309502.8128654971,0,0,0,0,0,0,0,0,0.9,603.3684210526316,541.1,533.6666666666666,420,1476.0,4.0,0.0,3372.0,4.0,4183622.8287841193,0.0,0.0,0.0,0.0,0,0,10,42,107961,0.0,107961,107961,0.0,0.0,0.0,0.0,NeedManualLabel
142.251.220.4-192.168.57.131-443-57844-17,142.251.220.4,443,192.168.57.131,57844,17,10/05/2025 04:06:41 PM,28628580,108,64,96026,12040,1250,21,889.1296296296297,519.7607302249504,1250,31,188.125,382.14040052614916,3774.7593488744465,6.007982233139052,167418.59649122806,1493247.2268621577,14271225,0,28613015,267411.3551401869,1888125.9016463382,14312282,0,28585465,453737.5396825397,2451173.3227501665,14312465,23,0,0,0,0,4536,2688,3.7724539603431255,2.2355282727959263,21,1250,628.2906976744187,581.658625918969,338326.75710594316,0,0,0,0,0,0,0,0,0.5925925925925926,635.5581395348837,889.1296296296297,188.125,4536,8854.222222222223,8.555555555555555,1276478.5032357275,1316.0,5.714285714285714,105976.41645096347,54.0,48013.0,32.0,6020.0,0,0,108,42,311974,338018.109738221,697363,65775,13846329,600893.6857980785,14271225,13421433,NeedManualLabel
192.168.57.131-72.25.64.2-51362-443-6,192.168.57.131,51362,72.25.64.2,443,6,10/05/2025 04:06:42 PM,276369,1,2,0,0,0,0,0,0.0,0,0,0,0.0,0.0,10.855052484178762,138184.5,195422.39400974495,276369,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,54,108,3.6183508280595875,7.236701656119175,0,0,0,0.0,0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,512,0,54,276369,0.0,276369,276369,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-55500-53-17,192.168.57.131,55500,192.168.57.32,53,17,10/05/2025 04:06:42 PM,19222918,10,10,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0404247679774736,1011732.5263157894,1695394.3415309791,5371881,3405,19208392,2134265.777777778,1969579.8270155096,5399361,17107,19195060,2132784.4444444445,1968603.6841133179,5385945,11121,0,0,0,0,899,2259,0.5202123839887368,0.5202123839887368,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,899,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.6666666666666667,0.0,0,0,0,86,6925518.5,1997782.424925322,8338164,5512873,5371881,0.0,5371881,5371881,NeedManualLabel
192.168.57.131-192.168.57.32-56296-53-17,192.168.57.131,56296,192.168.57.32,53,17,10/05/2025 04:06:42 PM,4226,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,473.26076668244207,4226,0.0,4226,4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,98,114,236.63038334122103,236.63038334122103,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,98,4226,0.0,4226,4226,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-51792-53-17,192.168.57.131,51792,192.168.57.32,53,17,10/05/2025 04:06:42 PM,79679,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,25.100716625459658,79679,0.0,79679,79679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,98,148,12.550358312729829,12.550358312729829,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,98,79679,0.0,79679,79679,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.192.202-192.168.57.131-443-51074-17,142.250.192.202,443,192.168.57.131,51074,17,10/05/2025 04:06:42 PM,1277293,23,21,7578,7423,1250,23,329.4782608695652,480.7330453272015,1250,29,353.4761904761905,521.6046030325671,11744.368754858908,34.44785182413119,29704.488372093023,57665.786682676975,207646,0,1237405,56245.681818181816,96389.732646459,279188,0,1239214,61960.7,96832.63155737489,280434,16,0,0,0,0,966,882,18.006831635341303,16.441020188789885,23,1250,340.9318181818182,494.9052715432202,244931.22780126848,0,0,0,0,0,0,0,0,0.9130434782608695,369.34090909090907,329.4782608695652,353.4761904761905,966,225.0,5.0,2472527.4725274723,3167.0,6.0,8846368.7150838,0.0,0.0,0.0,0.0,0,0,23,42,1277293,0.0,1277293,1277293,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-57740-53-17,192.168.57.131,57740,192.168.57.32,53,17,10/05/2025 04:06:42 PM,6699,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,298.55202268995373,6699,0.0,6699,6699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,149.27601134497687,149.27601134497687,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,6699,0.0,6699,6699,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-61711-53-17,192.168.57.131,61711,192.168.57.32,53,17,10/05/2025 04:06:42 PM,21648,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,92.38728750923873,21648,0.0,21648,21648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,132,46.193643754619366,46.193643754619366,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,21648,0.0,21648,21648,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.183.67-192.168.57.131-443-61412-17,142.250.183.67,443,192.168.57.131,61412,17,10/05/2025 04:06:42 PM,116654,10,8,5412,4692,1250,25,541.2,557.8874438450824,1250,31,586.5,593.3635358819125,86615.11821283454,154.30246712500215,6862,9824.71151612097,26417,0,95732,10636.888888888889,14798.395947233981,40731,0,104163,14880.42857142857,20692.911015265934,44813,61,0,0,0,0,420,336,85.72359284722341,68.57887427777874,25,1250,561.3333333333334,557.0314174263423,310284.0,0,0,0,0,0,0,0,0,0.8,630.7777777777778,541.2,586.5,420,3977.0,6.0,150546.99625241323,3298.0,4.0,6246212.121212121,0.0,0.0,0.0,0.0,0,0,10,42,116654,0.0,116654,116654,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-52757-53-17,192.168.57.131,52757,192.168.57.32,53,17,10/05/2025 04:06:42 PM,15045,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,132.93452974410104,15045,0.0,15045,15045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,89,105,66.46726487205052,66.46726487205052,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,89,15045,0.0,15045,15045,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-64551-53-17,192.168.57.131,64551,192.168.57.32,53,17,10/05/2025 04:06:42 PM,80439,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,24.863561207871804,80439,0.0,80439,80439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,89,139,12.431780603935902,12.431780603935902,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,89,80439,0.0,80439,80439,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.183.42-192.168.57.131-443-60201-17,142.250.183.42,443,192.168.57.131,60201,17,10/05/2025 04:06:43 PM,460040,17,13,6809,6856,1250,24,400.52941176470586,533.7611963283603,1250,29,527.3846153846154,598.114333894663,29703.938787931485,65.21172071993739,15863.448275862069,40287.95925901631,208259,0,442855,27678.4375,62130.48605418412,245359,0,437296,36441.333333333336,62630.202460493645,208259,30,0,0,0,0,714,546,36.95330840796453,28.258412311972872,24,1250,455.5,556.1521591596413,309305.224137931,0,0,0,0,0,0,0,0,0.7647058823529411,497.1666666666667,400.52941176470586,527.3846153846154,714,1831.6666666666667,4.666666666666667,61474.26359537741,2904.0,5.0,4090140.8450704226,0.0,0.0,0.0,0.0,0,0,17,42,460040,0.0,460040,460040,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-56202-53-17,192.168.57.131,56202,192.168.57.32,53,17,10/05/2025 04:06:43 PM,30307,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,65.99135513247765,30307,0.0,30307,30307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,95,32.995677566238825,32.995677566238825,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,30307,0.0,30307,30307,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-59890-53-17,192.168.57.131,59890,192.168.57.32,53,17,10/05/2025 04:06:43 PM,13137,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,152.24175991474462,13137,0.0,13137,13137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,76.12087995737231,76.12087995737231,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,13137,0.0,13137,13137,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-50144-53-17,192.168.57.131,50144,192.168.57.32,53,17,10/05/2025 04:06:43 PM,19701,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,101.51768945738795,19701,0.0,19701,19701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,95,50.75884472869397,50.75884472869397,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,19701,0.0,19701,19701,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-61660-53-17,192.168.57.131,61660,192.168.57.32,53,17,10/05/2025 04:06:43 PM,24810,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,80.61265618702137,24810,0.0,24810,24810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,129,40.306328093510686,40.306328093510686,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,24810,0.0,24810,24810,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-64.233.170.84-52626-443-17,192.168.57.131,52626,64.233.170.84,443,17,10/05/2025 04:06:43 PM,27019515,17,20,8176,9073,1250,31,480.94117647058823,568.2646248215082,1250,23,453.65,548.0527514948288,638.3904374301316,1.3693806124943397,750542.0833333334,4430777.815890888,26596222,0,26934773,1683423.3125,6643534.508599237,26596222,26,26938317,1417806.1578947369,6132812.448095022,26742855,0,0,0,0,0,714,840,0.6291748760109129,0.7402057364834269,23,1250,466.18918918918916,549.7603941636675,302236.490990991,0,0,0,0,0,0,0,0,1.1764705882352942,466.18918918918916,480.94117647058823,453.65,714,7469.0,8.0,4850000.0,3761.5,7.0,0.0,17.0,8176.0,20.0,9073.0,0,0,16,42,211646.5,11273.403412457128,219618,203675,26596222,0.0,26596222,26596222,NeedManualLabel
192.168.57.131-192.168.57.32-62305-53-17,192.168.57.131,62305,192.168.57.32,53,17,10/05/2025 04:06:44 PM,32258,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,62.000124000248,32258,0.0,32258,32258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,91,107,31.000062000124,31.000062000124,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,91,32258,0.0,32258,32258,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-58311-53-17,192.168.57.131,58311,192.168.57.32,53,17,10/05/2025 04:06:44 PM,32088,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,62.328596360009975,32088,0.0,32088,32088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,91,141,31.164298180004987,31.164298180004987,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,91,32088,0.0,32088,32088,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-63984-53-17,192.168.57.131,63984,192.168.57.32,53,17,10/05/2025 04:06:44 PM,6325,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,316.20553359683794,6325,0.0,6325,6325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,94,110,158.10276679841897,158.10276679841897,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,94,6325,0.0,6325,6325,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-49558-53-17,192.168.57.131,49558,192.168.57.32,53,17,10/05/2025 04:06:44 PM,74697,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,26.774837008179713,74697,0.0,74697,74697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,94,144,13.387418504089856,13.387418504089856,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,94,74697,0.0,74697,74697,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.207.170-192.168.57.131-443-64130-17,142.250.207.170,443,192.168.57.131,64130,17,10/05/2025 04:06:44 PM,25996172,45,46,12661,8912,1250,22,281.35555555555555,475.4749374694907,1250,29,193.7391304347826,392.22071081259617,829.8529491188164,3.5005153835726275,288846.35555555555,953805.2244819264,6406259,0,25953414,589850.3181818182,1319246.328015105,6451264,0,25996172,577692.7111111111,1312699.0248223075,6457338,15,0,0,0,0,1890,1932,1.7310240907776728,1.7694912927949544,22,1250,237.06593406593407,435.1839152000451,189385.04004884005,0,0,0,0,0,0,0,0,1.0222222222222221,250.8021978021978,281.35555555555555,193.7391304347826,1890,2469.0,4.0,38578125.0,2859.0,6.0,1852883.9922229422,9.0,2532.2,9.2,1782.4,0,0,45,42,4735596.666666667,4448808.506539513,8894910,45005,5894691,723466.4036760795,6406259,5383123,NeedManualLabel
192.168.57.131-192.168.57.32-49753-53-17,192.168.57.131,49753,192.168.57.32,53,17,10/05/2025 04:06:44 PM,15448,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,129.4665976178146,15448,0.0,15448,15448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,116,64.7332988089073,64.7332988089073,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,15448,0.0,15448,15448,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-62207-53-17,192.168.57.131,62207,192.168.57.32,53,17,10/05/2025 04:06:44 PM,3796,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,526.8703898840886,3796,0.0,3796,3796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,263.4351949420443,263.4351949420443,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,3796,0.0,3796,3796,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-57841-53-17,192.168.57.131,57841,192.168.57.32,53,17,10/05/2025 04:06:44 PM,14602,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,136.9675386933297,14602,0.0,14602,14602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,116,68.48376934666484,68.48376934666484,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,14602,0.0,14602,14602,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-53218-53-17,192.168.57.131,53218,192.168.57.32,53,17,10/05/2025 04:06:44 PM,73821,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,27.09256173717506,73821,0.0,73821,73821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,79,150,13.54628086858753,13.54628086858753,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,73821,0.0,73821,73821,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.192.234-192.168.57.131-443-61296-17,142.250.192.234,443,192.168.57.131,61296,17,10/05/2025 04:06:44 PM,629186,24,18,13493,8203,1250,22,562.2083333333334,580.104336879726,1250,29,455.72222222222223,579.886987524857,34482.64900999069,66.75291567199524,15346,40826.144231362334,208992,0,593380,25799.130434782608,63311.043812782234,267087,0,629186,37010.94117647059,68187.5606392678,211759,17,0,0,0,0,1008,756,38.144523241140135,28.608392430855105,22,1250,516.5714285714286,575.3723775280663,331053.37282229966,0,0,0,0,0,0,0,0,0.75,546.3333333333334,562.2083333333334,455.72222222222223,1008,3999.3333333333335,5.666666666666667,78122.15132178669,2275.0,4.333333333333333,219439.26435598996,0.0,0.0,0.0,0.0,0,0,24,42,629186,0.0,629186,629186,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.207.170-192.168.57.131-443-51384-6,142.250.207.170,443,192.168.57.131,51384,6,10/05/2025 04:06:44 PM,116582,12,9,11893,1815,1412,0,991.0833333333334,617.0020566244394,1412,0,201.66666666666666,466.5613571653786,117582.4741383747,180.13072343929593,5829.1,11342.756849057556,40952,0,55921,5083.727272727273,9034.5910708887,25658,0,116582,14572.75,21669.599018967958,54012,0,0,0,0,0,672,498,102.93184196531196,77.19888147398397,0,1412,652.7619047619048,675.7944143570517,456698.0904761905,0,2,0,7,20,0,0,0,0.75,652.7619047619048,991.0833333333334,201.66666666666666,672,10901.0,8.0,18570698.46678024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65535,9,54,116582,0.0,116582,116582,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.71.110-192.168.57.131-443-51375-17,142.250.71.110,443,192.168.57.131,51375,17,10/05/2025 04:06:44 PM,273744,23,17,16731,6896,1250,22,727.4347826086956,565.3704196917722,1250,31,405.6470588235294,562.8828631669815,86310.56753755333,146.121924133497,7019.076923076923,22715.786353367163,137329,0,254649,11574.954545454546,35593.026579557314,164202,0,269545,16846.5625,35404.44640619546,138356,13,0,0,0,0,966,714,84.02010637676078,62.101817756736224,22,1250,590.675,579.8702501864378,336249.50705128204,0,0,0,0,0,0,0,0,0.7391304347826086,621.925,727.4347826086956,405.6470588235294,966,5091.333333333333,6.0,1106571.035282185,2704.0,5.0,5529652.3517382415,0.0,0.0,0.0,0.0,0,0,23,42,273744,0.0,273744,273744,0.0,0.0,0.0,0.0,NeedManualLabel
142.250.207.170-192.168.57.131-443-63091-17,142.250.207.170,443,192.168.57.131,63091,17,10/05/2025 04:06:44 PM,842796,21,18,7020,6291,1250,21,334.2857142857143,498.7635855650594,1250,31,349.5,510.3138884117131,15793.857588313187,46.27454330585338,22178.842105263157,48485.23946830334,230256,0,828040,41402,70638.40177529799,273995,0,806534,47443.17647058824,74826.27496009949,270184,49,0,0,0,0,882,756,24.917061780074892,21.357481525778482,21,1250,341.3076923076923,497.4855276311353,247491.8502024291,0,0,0,0,0,0,0,0,0.8571428571428571,373.35897435897436,334.2857142857143,349.5,882,3202.0,5.0,255893.8703748102,4356.0,5.0,2393406.5934065934,0.0,0.0,0.0,0.0,0,0,21,42,842796,0.0,842796,842796,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-49803-53-17,192.168.57.131,49803,192.168.57.32,53,17,10/05/2025 04:06:45 PM,18006,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,111.07408641563923,18006,0.0,18006,18006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,74,111,55.537043207819615,55.537043207819615,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,74,18006,0.0,18006,18006,0.0,0.0,0.0,0.0,NeedManualLabel
192.168.57.131-192.168.57.32-57388-53-17,192.168.57.131,57388,192.168.57.32,53,17,10/05/2025 04:06:45 PM,10260,1,1,0,0,0,0,0,0.0,0,0,0,0.0,0.0,194.9317738791423,10260,0.0,10260,10260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,75,91,97.46588693957115,97.46588693957115,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,75,10260,0.0,10260,10260,0.0,0.0,0.0,0.0,NeedManualLabel
